contrato_id,cliente_id,proposta_id,grupo_consorcio,tipo_produto,modelo_veiculo,categoria_veiculo,valor_financiado,entrada_pct,prazo_meses,taxa_juros_am,status_contrato,motivo_cancelamento,data_contratacao,data_status,aprovado,sucesso
207,153,10206,,Financiamento Veículo,Vértice,SUV,193109.09,0.23,36,1.89,Ativo,,2024-05-19,2026-06-25,true,true
208,154,10207,G019,Consórcio,Aurora Hatch,Passeio,104001.03,0.11,24,1.61,Inadimplente,,2020-01-09,2020-10-25,true,false
209,155,10208,,Financiamento Veículo,Nimbus,Passeio,176991.29,0.21,72,1.49,Quitado,,2024-02-25,2025-05-21,true,true
210,156,10209,G021,Consórcio,Nimbus Sport,Passeio,363927.07,0.26,48,1.31,Ativo,,2020-08-06,2022-11-07,true,true
211,157,10210,,Financiamento Veículo,Nimbus,Passeio,172864.26,0.29,36,1.77,Ativo,,2024-01-07,2025-01-16,true,true
212,158,10211,,CDC,Nimbus Sport,Passeio,390014.63,0.12,36,1.3,Cancelado,Documentação incompleta,2020-12-29,2023-01-25,true,false
213,159,10212,,Financiamento Veículo,Eclipse X,Passeio,301699.85,0.36,48,1.66,Ativo,,2022-09-05,2023-12-02,true,true
214,160,10213,,Financiamento Veículo,Aurora,Passeio,92251.04,0.18,24,1.18,Cancelado,Desistência cliente,2020-05-26,2021-10-22,true,false
215,161,10214,G003,Consórcio,Aurora,Passeio,109044.28,0.13,72,1.13,Ativo,,2023-03-10,2024-05-12,true,true
216,162,10215,,Financiamento Veículo,Orion,SUV,149503.73,0.14,72,1.74,Cancelado,Documentação incompleta,2020-08-10,2021-08-08,true,false
217,163,10216,G009,Consórcio,Aurora Hatch,Passeio,124249.45,0.26,36,1.86,Ativo,,2025-05-11,2026-07-30,true,true
218,163,10217,,CDC,Nimbus Sport,Passeio,381958.04,0.36,60,1.46,Ativo,,2025-04-11,2026-05-01,true,true
219,164,10218,,Financiamento Veículo,Orion,SUV,152188.31,0.21,48,1.13,Inadimplente,,2024-10-30,2026-07-30,true,false
220,165,10219,G001,Consórcio,Vértice,SUV,184071.94,0.31,60,1.84,Quitado,,2021-01-27,2023-04-21,true,true
221,165,10220,G001,Consórcio,Eclipse X,Passeio,343837.18,0.26,36,1.36,Ativo,,2021-03-11,2021-12-21,true,true
222,166,10221,G003,Consórcio,Eclipse X,Passeio,346274.15,0.23,36,1.45,Ativo,,2023-01-21,2025-01-21,true,true
223,167,10222,,Financiamento Veículo,Stratos,SUV,256616.61,0.36,36,1.11,Ativo,,2020-11-23,2022-09-16,true,true
224,168,10223,G005,Consórcio,Nimbus Sport,Passeio,384439.72,0.11,72,1.01,Inadimplente,,2019-09-01,2020-02-06,true,false
225,169,10224,,Financiamento Veículo,Aurora,Passeio,95053.07,0.25,48,1.37,Ativo,,2025-02-16,2026-07-05,true,true
226,170,10225,,CDC,Aurora,Passeio,97586.46,0.39,24,1.23,Inadimplente,,2021-03-04,2022-07-28,true,false
227,171,10226,,CDC,Atlas,SUV,323552.57,0.14,36,1.34,Inadimplente,,2022-08-19,2022-10-22,true,false
228,172,10227,,Leasing,Nimbus,Passeio,181268.35,0.24,48,1.83,Ativo,,2021-01-10,2021-03-24,true,true
229,173,10228,,Financiamento Veículo,Stratos,SUV,236464.84,0.29,36,1.31,Ativo,,2023-06-30,2024-03-09,true,true
230,174,10229,,Financiamento Veículo,Orion,SUV,145316.36,0.15,48,1.52,Ativo,,2024-11-04,2024-12-13,true,true
231,174,10230,G023,Consórcio,Aurora,Passeio,104108.0,0.28,48,1.68,Quitado,,2024-08-21,2024-12-22,true,true
232,174,10231,,Leasing,Nimbus Sport,Passeio,373689.55,0.33,24,1.04,Quitado,,2025-03-12,2026-07-30,true,true
233,175,10232,,Financiamento Veículo,Vértice,SUV,194149.0,0.27,48,1.71,Ativo,,2021-10-23,2021-12-13,true,true
234,175,10233,,Financiamento Veículo,Eclipse X,Passeio,308653.4,0.37,60,1.63,Quitado,,2021-12-24,2024-01-06,true,true
235,176,10234,G024,Consórcio,Nimbus Sport,Passeio,363063.87,0.24,72,1.81,Inadimplente,,2021-02-13,2022-09-09,true,false
236,177,10235,G015,Consórcio,Atlas,SUV,323747.67,0.1,72,1.33,Ativo,,2019-09-16,2021-07-11,true,true
237,178,10236,,CDC,Nimbus Sport,Passeio,366715.06,0.3,72,1.73,Ativo,,2022-11-07,2024-04-29,true,true
238,178,10237,,Financiamento Veículo,Stratos,SUV,210789.21,0.22,48,1.09,Ativo,,2023-04-26,2023-07-09,true,true
239,179,10238,,Financiamento Veículo,Vértice,SUV,172504.72,0.13,36,1.08,Ativo,,2020-01-01,2021-03-03,true,true
240,179,10239,G009,Consórcio,Aurora Hatch,Passeio,110774.64,0.11,36,1.54,Cancelado,Negado crédito,2019-04-20,2021-03-21,false,false
241,180,10240,G012,Consórcio,Nimbus,Passeio,178083.55,0.27,60,1.73,Cancelado,Inadimplência antecipada,2020-04-21,2021-02-17,true,false
242,181,10241,,Financiamento Veículo,Nimbus,Passeio,200067.39,0.16,72,1.08,Cancelado,Troca de produto,2024-04-17,2024-11-27,true,false
243,182,10242,,Leasing,Orion,SUV,142801.11,0.27,72,1.36,Ativo,,2021-06-13,2023-02-23,true,true
244,183,10243,,Financiamento Veículo,Aurora Hatch,Passeio,116076.51,0.13,36,1.48,Quitado,,2025-01-31,2025-08-10,true,true
245,184,10244,,Financiamento Veículo,Nimbus Sport,Passeio,381010.85,0.19,48,1.75,Ativo,,2022-07-22,2023-11-04,true,true
246,185,10245,G007,Consórcio,Lumen,Passeio,88993.51,0.21,72,1.82,Ativo,,2024-11-07,2026-03-15,true,true
247,185,10246,,Financiamento Veículo,Aurora Hatch,Passeio,123794.73,0.11,48,1.53,Inadimplente,,2025-03-22,2026-02-24,true,false
248,186,10247,,Financiamento Veículo,Orion,SUV,128592.91,0.33,48,1.82,Ativo,,2024-02-26,2025-11-02,true,true
249,187,10248,,Financiamento Veículo,Aurora,Passeio,100969.61,0.18,72,1.21,Ativo,,2021-10-09,2022-02-10,true,true
250,188,10249,,CDC,Nimbus Sport,Passeio,414251.73,0.32,60,1.15,Ativo,,2025-12-08,2026-07-30,true,true
251,189,10250,,Financiamento Veículo,Nimbus Sport,Passeio,394957.82,0.34,60,1.06,Ativo,,2023-08-27,2024-09-02,true,true
252,189,10251,,Financiamento Veículo,Lumen,Passeio,95235.23,0.38,24,1.77,Ativo,,2023-11-23,2026-05-10,true,true
253,190,10252,G002,Consórcio,Aurora,Passeio,105481.06,0.19,24,1.28,Inadimplente,,2022-05-30,2023-11-25,true,false
254,191,10253,,CDC,Vértice,SUV,163536.39,0.22,60,1.67,Ativo,,2023-01-24,2023-10-08,true,true
255,192,10254,,Financiamento Veículo,Eclipse X,Passeio,291840.99,0.24,24,1.48,Cancelado,Inadimplência antecipada,2025-04-05,2026-07-23,true,false
256,193,10255,,Financiamento Veículo,Vértice,SUV,213342.3,0.16,60,1.58,Ativo,,2023-01-25,2025-03-18,true,true
257,193,10256,,Financiamento Veículo,Stratos,SUV,217237.21,0.33,48,1.61,Inadimplente,,2023-08-07,2025-07-24,true,false
258,194,10257,G020,Consórcio,Lumen,Passeio,83011.08,0.3,48,1.14,Ativo,,2025-04-13,2026-07-30,true,true
259,195,10258,,Leasing,Vértice,SUV,190832.44,0.17,48,1.13,Ativo,,2023-01-10,2023-06-04,true,true
260,196,10259,,Leasing,Orion,SUV,157957.64,0.36,48,1.0,Ativo,,2025-03-16,2026-02-21,true,true
261,197,10260,,CDC,Aurora,Passeio,97628.79,0.16,72,1.46,Ativo,,2024-09-26,2026-07-25,true,true
262,198,10261,G013,Consórcio,Vértice,SUV,208654.98,0.27,72,1.03,Cancelado,Negado crédito,2021-09-13,2023-12-30,false,false
263,199,10262,G001,Consórcio,Atlas,SUV,254777.67,0.12,48,1.59,Inadimplente,,2025-08-09,2025-12-27,true,false
264,200,10263,,Financiamento Veículo,Eclipse X,Passeio,298493.49,0.39,24,1.8,Ativo,,2025-03-05,2026-07-30,true,true
265,201,10264,,Financiamento Veículo,Orion,SUV,140026.03,0.38,24,1.03,Quitado,,2020-01-01,2021-06-15,true,true
266,202,10265,G012,Consórcio,Vértice,SUV,161286.06,0.29,36,1.89,Quitado,,2020-05-22,2020-08-23,true,true
267,203,10266,,CDC,Eclipse X,Passeio,351232.17,0.11,72,1.84,Cancelado,Troca de produto,2023-08-14,2025-07-16,true,false
268,204,10267,G021,Consórcio,Eclipse X,Passeio,321657.43,0.31,60,1.21,Ativo,,2023-08-20,2024-08-03,true,true
269,205,10268,,Financiamento Veículo,Lumen,Passeio,85330.89,0.3,72,1.48,Ativo,,2021-11-14,2022-10-26,true,true
270,205,10269,,Financiamento Veículo,Stratos,SUV,263669.39,0.37,36,1.58,Ativo,,2022-05-19,2023-05-09,true,true
271,206,10270,,Financiamento Veículo,Stratos,SUV,266402.11,0.2,36,1.64,Quitado,,2024-10-14,2026-01-10,true,true
272,207,10271,,Leasing,Atlas,SUV,289870.4,0.37,48,1.13,Cancelado,Negado crédito,2024-03-13,2024-05-08,false,false
273,207,10272,G020,Consórcio,Nimbus Sport,Passeio,393186.26,0.17,36,1.2,Inadimplente,,2023-12-21,2025-12-24,true,false
274,207,10273,,CDC,Aurora Hatch,Passeio,99022.6,0.24,48,1.16,Ativo,,2024-06-23,2024-12-10,true,true
275,208,10274,,CDC,Orion,SUV,121289.18,0.1,48,1.85,Ativo,,2022-11-25,2023-07-20,true,true
276,209,10275,,Leasing,Nimbus,Passeio,160624.69,0.23,72,1.43,Ativo,,2021-06-07,2022-03-16,true,true
277,209,10276,,Financiamento Veículo,Eclipse X,Passeio,312389.34,0.32,60,1.64,Ativo,,2021-07-12,2023-09-10,true,true
278,210,10277,,CDC,Stratos,SUV,236766.14,0.34,72,1.09,Ativo,,2024-04-27,2024-07-09,true,true
279,211,10278,,Financiamento Veículo,Orion,SUV,140748.11,0.32,72,1.34,Ativo,,2024-09-17,2024-12-06,true,true
280,211,10279,,Financiamento Veículo,Orion,SUV,131647.17,0.19,48,1.41,Inadimplente,,2024-03-26,2024-06-19,true,false
281,212,10280,G003,Consórcio,Vértice,SUV,192450.53,0.32,24,1.15,Ativo,,2023-12-29,2026-01-09,true,true
282,213,10281,,Financiamento Veículo,Eclipse X,Passeio,313084.74,0.15,72,1.8,Ativo,,2021-09-23,2022-01-23,true,true
283,214,10282,G004,Consórcio,Vértice,SUV,210286.23,0.31,48,1.07,Ativo,,2021-04-27,2023-08-15,true,true
284,215,10283,,Financiamento Veículo,Nimbus Sport,Passeio,416482.77,0.21,36,1.81,Ativo,,2023-04-07,2023-10-07,true,true
285,215,10284,,Financiamento Veículo,Vértice,SUV,220817.3,0.31,60,1.27,Ativo,,2023-06-30,2024-10-28,true,true
286,215,10285,,Financiamento Veículo,Atlas,SUV,306380.76,0.14,36,0.99,Inadimplente,,2023-07-18,2024-11-28,true,false
287,216,10286,,Financiamento Veículo,Aurora Hatch,Passeio,111305.03,0.36,36,1.19,Ativo,,2022-03-20,2023-06-12,true,true
288,217,10287,,Financiamento Veículo,Nimbus Sport,Passeio,392007.15,0.26,72,1.56,Cancelado,Negado crédito,2021-07-03,2021-09-27,false,false
289,218,10288,,Financiamento Veículo,Aurora,Passeio,92779.73,0.27,72,1.26,Cancelado,Troca de produto,2024-08-12,2025-03-12,true,false
290,219,10289,G020,Consórcio,Atlas,SUV,304998.08,0.27,72,1.15,Ativo,,2020-04-23,2021-05-26,true,true
291,220,10290,G013,Consórcio,Nimbus,Passeio,196110.72,0.35,60,1.75,Quitado,,2020-10-18,2021-04-03,true,true
292,220,10291,G017,Consórcio,Nimbus,Passeio,191677.17,0.22,36,1.62,Cancelado,Inadimplência antecipada,2021-07-25,2023-09-10,true,false
293,221,10292,,Financiamento Veículo,Stratos,SUV,269103.25,0.31,48,1.37,Inadimplente,,2024-01-26,2025-10-05,true,false
294,221,10293,,Financiamento Veículo,Nimbus Sport,Passeio,374769.73,0.27,72,1.65,Quitado,,2024-04-27,2024-11-27,true,true
295,221,10294,,Financiamento Veículo,Nimbus Sport,Passeio,366290.51,0.16,24,1.01,Ativo,,2024-07-02,2026-07-30,true,true
296,222,10295,,Financiamento Veículo,Nimbus Sport,Passeio,419929.09,0.2,72,1.72,Cancelado,Negado crédito,2021-04-27,2023-05-03,false,false
297,222,10296,,Financiamento Veículo,Atlas,SUV,272897.58,0.19,72,1.28,Cancelado,Documentação incompleta,2021-01-12,2022-01-26,true,false
298,223,10297,,Financiamento Veículo,Nimbus Sport,Passeio,393119.53,0.15,48,1.74,Quitado,,2025-02-07,2026-07-07,true,true
299,224,10298,G018,Consórcio,Vértice,SUV,193704.69,0.37,60,1.7,Ativo,,2023-11-05,2024-01-31,true,true
300,224,10299,,CDC,Stratos,SUV,220954.06,0.19,72,1.01,Quitado,,2024-01-28,2026-05-25,true,true
301,225,10300,,Financiamento Veículo,Lumen,Passeio,76522.9,0.35,48,1.88,Ativo,,2020-12-16,2021-07-03,true,true
302,225,10301,,Financiamento Veículo,Nimbus Sport,Passeio,392398.24,0.14,48,1.62,Ativo,,2020-07-10,2021-05-14,true,true
303,226,10302,,Financiamento Veículo,Aurora Hatch,Passeio,121311.46,0.35,48,1.18,Quitado,,2019-10-21,2020-12-07,true,true
304,227,10303,,Financiamento Veículo,Orion,SUV,156534.15,0.11,60,1.8,Inadimplente,,2023-08-04,2025-01-10,true,false
305,227,10304,,Financiamento Veículo,Stratos,SUV,221725.11,0.33,24,1.73,Ativo,,2024-02-06,2024-07-20,true,true
306,228,10305,G017,Consórcio,Aurora,Passeio,100943.58,0.13,48,1.83,Ativo,,2023-11-08,2024-03-06,true,true
307,229,10306,,CDC,Aurora,Passeio,91680.67,0.32,24,1.51,Ativo,,2022-07-07,2023-03-08,true,true
308,230,10307,G025,Consórcio,Orion,SUV,131462.7,0.23,24,1.24,Quitado,,2020-03-12,2020-04-26,true,true
309,231,10308,,Financiamento Veículo,Stratos,SUV,235984.25,0.21,48,1.23,Ativo,,2021-03-12,2022-11-19,true,true
310,231,10309,,Financiamento Veículo,Orion,SUV,126851.0,0.37,72,1.39,Cancelado,Desistência cliente,2020-05-22,2020-10-07,true,false
311,231,10310,,Financiamento Veículo,Eclipse X,Passeio,284303.99,0.15,72,1.79,Ativo,,2021-02-02,2023-02-18,true,true
312,232,10311,,CDC,Lumen,Passeio,82186.13,0.31,72,1.06,Ativo,,2025-10-25,2026-07-30,true,true
313,233,10312,,Financiamento Veículo,Aurora Hatch,Passeio,97917.89,0.29,60,1.41,Cancelado,Inadimplência antecipada,2020-04-10,2021-01-29,true,false
314,234,10313,,Leasing,Eclipse X,Passeio,294668.25,0.2,48,1.4,Cancelado,Desistência cliente,2020-09-09,2021-10-03,true,false
315,234,10314,,Financiamento Veículo,Aurora Hatch,Passeio,108837.25,0.33,72,1.51,Cancelado,Desistência cliente,2021-05-12,2022-05-10,true,false
316,235,10315,G013,Consórcio,Nimbus,Passeio,197545.86,0.28,36,1.55,Quitado,,2021-12-21,2023-05-28,true,true
317,236,10316,G014,Consórcio,Lumen,Passeio,79789.48,0.34,60,1.5,Ativo,,2023-04-01,2023-12-28,true,true
318,237,10317,G016,Consórcio,Nimbus,Passeio,194362.02,0.13,72,1.41,Cancelado,Troca de produto,2025-04-19,2025-11-15,true,false
319,238,10318,,Financiamento Veículo,Eclipse X,Passeio,285568.61,0.34,60,1.28,Ativo,,2021-12-07,2022-04-08,true,true
320,239,10319,,Leasing,Vértice,SUV,222108.31,0.29,24,1.67,Quitado,,2024-07-11,2026-02-05,true,true
321,240,10320,,Financiamento Veículo,Nimbus Sport,Passeio,390455.2,0.3,48,1.26,Ativo,,2024-12-31,2026-04-20,true,true
322,241,10321,G020,Consórcio,Lumen,Passeio,97776.65,0.4,60,1.75,Cancelado,Inadimplência antecipada,2025-06-12,2025-09-04,true,false
323,242,10322,,Financiamento Veículo,Stratos,SUV,257452.73,0.36,24,1.2,Ativo,,2024-06-23,2026-04-24,true,true
324,243,10323,,Financiamento Veículo,Eclipse X,Passeio,312482.61,0.16,36,1.42,Ativo,,2023-06-22,2025-12-01,true,true
325,244,10324,,Leasing,Eclipse X,Passeio,292341.38,0.3,36,1.0,Inadimplente,,2020-11-18,2022-12-26,true,false
326,244,10325,,Leasing,Aurora Hatch,Passeio,114737.8,0.14,36,1.57,Ativo,,2020-07-22,2022-11-06,true,true
327,245,10326,,Financiamento Veículo,Eclipse X,Passeio,329859.88,0.23,60,1.34,Cancelado,Inadimplência antecipada,2020-01-31,2020-03-08,true,false
328,246,10327,,Financiamento Veículo,Orion,SUV,148485.2,0.38,72,1.32,Ativo,,2021-10-20,2023-11-10,true,true
329,247,10328,G005,Consórcio,Nimbus Sport,Passeio,383707.3,0.32,72,1.88,Ativo,,2024-07-02,2025-11-20,true,true
330,248,10329,,Financiamento Veículo,Stratos,SUV,262294.08,0.24,24,1.61,Ativo,,2020-06-21,2021-06-05,true,true
331,249,10330,,Financiamento Veículo,Lumen,Passeio,87305.77,0.24,60,1.51,Ativo,,2022-12-28,2025-04-23,true,true
332,250,10331,,Leasing,Vértice,SUV,162472.84,0.32,72,1.22,Ativo,,2023-03-26,2023-10-15,true,true
