parcela_id,contrato_id,cliente_id,numero_parcela,data_vencimento,valor_parcela,status_parcela,dias_atraso,etapa_cobranca,data_pagamento,valor_recuperado,potencial_recuperacao,agente_cobranca,mes,ano
1301,95,71,3,2024-10-16,1378.77,Paga,0,Sem Cobrança,2024-10-19,1378.77,Alto,,10,2024
1302,95,71,4,2024-11-15,1378.77,Paga,0,Sem Cobrança,2024-11-16,1378.77,Alto,,11,2024
1303,95,71,5,2024-12-15,1378.77,Paga,0,Sem Cobrança,2024-12-16,1378.77,Alto,,12,2024
1304,95,71,6,2025-01-14,1378.77,Vencida,41,Cartório,,0.0,Médio,Equipe C,1,2025
1305,95,71,7,2025-02-13,1378.77,Paga,0,Sem Cobrança,2025-02-15,1378.77,Alto,,2,2025
1306,95,71,8,2025-03-15,1378.77,Paga,0,Sem Cobrança,2025-03-18,1378.77,Alto,,3,2025
1307,95,71,9,2025-04-14,1378.77,Paga,0,Sem Cobrança,2025-04-14,1378.77,Alto,,4,2025
1308,96,71,1,2024-04-26,13769.45,Vencida,21,Ligação,,0.0,Médio,Terceirizado Sul,4,2024
1309,96,71,2,2024-05-26,13769.45,Paga,0,Sem Cobrança,2024-05-27,13769.45,Alto,,5,2024
1310,96,71,3,2024-06-25,13769.45,Paga,0,Sem Cobrança,2024-06-26,13769.45,Alto,,6,2024
1311,96,71,4,2024-07-25,13769.45,Renegociada,1,SMS,2024-07-26,13655.74,Médio,Equipe B,7,2024
1312,96,71,5,2024-08-24,13769.45,Paga,0,Sem Cobrança,2024-08-27,13769.45,Alto,,8,2024
1313,96,71,6,2024-09-23,13769.45,Vencida,15,Ligação,,0.0,Médio,Equipe A,9,2024
1314,96,71,7,2024-10-23,13769.45,Vencida,7,Email,,0.0,Médio,Terceirizado Norte,10,2024
1315,96,71,8,2024-11-22,13769.45,Renegociada,32,Cartório,2024-12-24,10299.56,Médio,Equipe B,11,2024
1316,96,71,9,2024-12-22,13769.45,Paga,0,Sem Cobrança,2024-12-22,13769.45,Alto,,12,2024
1317,96,71,10,2025-01-21,13769.45,Paga,0,Sem Cobrança,2025-01-24,13769.45,Alto,,1,2025
1318,96,71,11,2025-02-20,13769.45,Renegociada,8,Email,2025-02-28,13160.05,Médio,Equipe C,2,2025
1319,96,71,12,2025-03-22,13769.45,Paga,0,Sem Cobrança,2025-03-22,13769.45,Alto,,3,2025
1320,96,71,13,2025-04-21,13769.45,Renegociada,77,Jurídico,2025-07-07,9800.09,Médio,Equipe B,4,2025
1321,96,71,14,2025-05-21,13769.45,Paga,0,Sem Cobrança,2025-05-23,13769.45,Alto,,5,2025
1322,96,71,15,2025-06-20,13769.45,Paga,0,Sem Cobrança,2025-06-22,13769.45,Alto,,6,2025
1323,96,71,16,2025-07-20,13769.45,Paga,0,Sem Cobrança,2025-07-20,13769.45,Alto,,7,2025
1324,96,71,17,2025-08-19,13769.45,Paga,0,Sem Cobrança,2025-08-20,13769.45,Alto,,8,2025
1325,96,71,18,2025-09-18,13769.45,Paga,0,Sem Cobrança,2025-09-19,13769.45,Alto,,9,2025
1326,96,71,19,2025-10-18,13769.45,Vencida,164,Jurídico,,0.0,Baixo,Terceirizado Sul,10,2025
1327,97,72,1,2021-03-02,1455.67,Paga,0,Sem Cobrança,2021-03-04,1455.67,Alto,,3,2021
1328,97,72,2,2021-04-01,1455.67,Paga,0,Sem Cobrança,2021-04-04,1455.67,Alto,,4,2021
1329,97,72,3,2021-05-01,1455.67,Paga,0,Sem Cobrança,2021-05-03,1455.67,Alto,,5,2021
1330,97,72,4,2021-05-31,1455.67,Paga,0,Sem Cobrança,2021-05-31,1455.67,Alto,,5,2021
1331,97,72,5,2021-06-30,1455.67,Paga,0,Sem Cobrança,2021-06-30,1455.67,Alto,,6,2021
1332,97,72,6,2021-07-30,1455.67,Paga,0,Sem Cobrança,2021-07-31,1455.67,Alto,,7,2021
1333,97,72,7,2021-08-29,1455.67,Paga,0,Sem Cobrança,2021-08-31,1455.67,Alto,,8,2021
1334,97,72,8,2021-09-28,1455.67,Pendente,1,SMS,,0.0,Médio,Terceirizado Sul,9,2021
1335,97,72,9,2021-10-28,1455.67,Vencida,7,Email,,0.0,Médio,Equipe C,10,2021
1336,97,72,10,2021-11-27,1455.67,Paga,0,Sem Cobrança,2021-11-28,1455.67,Alto,,11,2021
1337,97,72,11,2021-12-27,1455.67,Paga,0,Sem Cobrança,2021-12-28,1455.67,Alto,,12,2021
1338,97,72,12,2022-01-26,1455.67,Paga,0,Sem Cobrança,2022-01-27,1455.67,Alto,,1,2022
1339,97,72,13,2022-02-25,1455.67,Paga,0,Sem Cobrança,2022-02-28,1455.67,Alto,,2,2022
1340,97,72,14,2022-03-27,1455.67,Vencida,36,Cartório,,0.0,Médio,Equipe C,3,2022
1341,97,72,15,2022-04-26,1455.67,Vencida,18,Ligação,,0.0,Médio,Terceirizado Norte,4,2022
1342,97,72,16,2022-05-26,1455.67,Renegociada,3,SMS,2022-05-29,1233.18,Médio,Equipe B,5,2022
1343,97,72,17,2022-06-25,1455.67,Paga,0,Sem Cobrança,2022-06-25,1455.67,Alto,,6,2022
1344,98,73,1,2024-04-27,791.42,Vencida,43,Cartório,,0.0,Médio,Terceirizado Sul,4,2024
1345,98,73,2,2024-05-27,791.42,Vencida,48,Cartório,,0.0,Médio,Terceirizado Norte,5,2024
1346,98,73,3,2024-06-26,791.42,Paga,0,Sem Cobrança,2024-06-29,791.42,Alto,,6,2024
1347,98,73,4,2024-07-26,791.42,Vencida,16,Ligação,,0.0,Médio,Equipe A,7,2024
1348,98,73,5,2024-08-25,791.42,Paga,0,Sem Cobrança,2024-08-28,791.42,Alto,,8,2024
1349,98,73,6,2024-09-24,791.42,Paga,0,Sem Cobrança,2024-09-24,791.42,Alto,,9,2024
1350,98,73,7,2024-10-24,791.42,Paga,0,Sem Cobrança,2024-10-24,791.42,Alto,,10,2024
1351,98,73,8,2024-11-23,791.42,Renegociada,6,Email,2024-11-29,776.84,Médio,Terceirizado Sul,11,2024
1352,98,73,9,2024-12-23,791.42,Pendente,1,SMS,,0.0,Médio,Equipe A,12,2024
1353,98,73,10,2025-01-22,791.42,Paga,0,Sem Cobrança,2025-01-24,791.42,Alto,,1,2025
1354,98,73,11,2025-02-21,791.42,Paga,0,Sem Cobrança,2025-02-21,791.42,Alto,,2,2025
1355,98,73,12,2025-03-23,791.42,Paga,0,Sem Cobrança,2025-03-26,791.42,Alto,,3,2025
1356,98,73,13,2025-04-22,791.42,Paga,0,Sem Cobrança,2025-04-25,791.42,Alto,,4,2025
1357,98,73,14,2025-05-22,791.42,Paga,0,Sem Cobrança,2025-05-24,791.42,Alto,,5,2025
1358,98,73,15,2025-06-21,791.42,Paga,0,Sem Cobrança,2025-06-22,791.42,Alto,,6,2025
1359,99,73,1,2024-06-30,4136.54,Vencida,9,Email,,0.0,Médio,Equipe A,6,2024
1360,99,73,2,2024-07-30,4136.54,Vencida,77,Jurídico,,0.0,Médio,Equipe A,7,2024
1361,99,73,3,2024-08-29,4136.54,Paga,0,Sem Cobrança,2024-09-01,4136.54,Alto,,8,2024
1362,99,73,4,2024-09-28,4136.54,Renegociada,2,SMS,2024-09-30,3425.64,Médio,Equipe B,9,2024
1363,99,73,5,2024-10-28,4136.54,Paga,0,Sem Cobrança,2024-10-30,4136.54,Alto,,10,2024
1364,99,73,6,2024-11-27,4136.54,Paga,0,Sem Cobrança,2024-11-30,4136.54,Alto,,11,2024
1365,99,73,7,2024-12-27,4136.54,Paga,0,Sem Cobrança,2024-12-27,4136.54,Alto,,12,2024
1366,99,73,8,2025-01-26,4136.54,Paga,0,Sem Cobrança,2025-01-26,4136.54,Alto,,1,2025
1367,99,73,9,2025-02-25,4136.54,Paga,0,Sem Cobrança,2025-02-27,4136.54,Alto,,2,2025
1368,99,73,10,2025-03-27,4136.54,Paga,0,Sem Cobrança,2025-03-29,4136.54,Alto,,3,2025
1369,99,73,11,2025-04-26,4136.54,Pendente,1,SMS,,0.0,Médio,Equipe A,4,2025
1370,99,73,12,2025-05-26,4136.54,Paga,0,Sem Cobrança,2025-05-27,4136.54,Alto,,5,2025
1371,99,73,13,2025-06-25,4136.54,Paga,0,Sem Cobrança,2025-06-27,4136.54,Alto,,6,2025
1372,100,74,1,2020-12-06,5943.02,Paga,0,Sem Cobrança,2020-12-07,5943.02,Alto,,12,2020
1373,100,74,2,2021-01-05,5943.02,Paga,0,Sem Cobrança,2021-01-07,5943.02,Alto,,1,2021
1374,100,74,3,2021-02-04,5943.02,Paga,0,Sem Cobrança,2021-02-06,5943.02,Alto,,2,2021
1375,100,74,4,2021-03-06,5943.02,Vencida,56,Cartório,,0.0,Baixo,Equipe C,3,2021
1376,100,74,5,2021-04-05,5943.02,Paga,0,Sem Cobrança,2021-04-05,5943.02,Alto,,4,2021
1377,100,74,6,2021-05-05,5943.02,Paga,0,Sem Cobrança,2021-05-06,5943.02,Alto,,5,2021
1378,100,74,7,2021-06-04,5943.02,Paga,0,Sem Cobrança,2021-06-05,5943.02,Alto,,6,2021
1379,100,74,8,2021-07-04,5943.02,Vencida,23,Ligação,,0.0,Baixo,Terceirizado Norte,7,2021
1380,100,74,9,2021-08-03,5943.02,Paga,0,Sem Cobrança,2021-08-03,5943.02,Alto,,8,2021
1381,100,74,10,2021-09-02,5943.02,Paga,0,Sem Cobrança,2021-09-04,5943.02,Alto,,9,2021
1382,100,74,11,2021-10-02,5943.02,Vencida,28,Ligação,,0.0,Baixo,Terceirizado Norte,10,2021
1383,101,74,1,2021-09-20,3455.54,Vencida,21,Ligação,,0.0,Baixo,Terceirizado Norte,9,2021
1384,101,74,2,2021-10-20,3455.54,Vencida,11,Email,,0.0,Baixo,Equipe B,10,2021
1385,101,74,3,2021-11-19,3455.54,Vencida,14,Email,,0.0,Baixo,Terceirizado Norte,11,2021
1386,101,74,4,2021-12-19,3455.54,Pendente,4,SMS,,0.0,Baixo,Terceirizado Sul,12,2021
1387,101,74,5,2022-01-18,3455.54,Paga,0,Sem Cobrança,2022-01-19,3455.54,Alto,,1,2022
1388,101,74,6,2022-02-17,3455.54,Renegociada,36,Cartório,2022-03-25,3449.22,Baixo,Equipe A,2,2022
1389,101,74,7,2022-03-19,3455.54,Vencida,18,Ligação,,0.0,Baixo,Equipe A,3,2022
1390,101,74,8,2022-04-18,3455.54,Vencida,26,Ligação,,0.0,Baixo,Equipe B,4,2022
1391,101,74,9,2022-05-18,3455.54,Vencida,48,Cartório,,0.0,Baixo,Terceirizado Norte,5,2022
1392,101,74,10,2022-06-17,3455.54,Renegociada,4,SMS,2022-06-21,2561.73,Baixo,Equipe B,6,2022
1393,101,74,11,2022-07-17,3455.54,Vencida,90,Jurídico,,0.0,Baixo,Equipe C,7,2022
1394,101,74,12,2022-08-16,3455.54,Vencida,56,Cartório,,0.0,Baixo,Terceirizado Norte,8,2022
1395,101,74,13,2022-09-15,3455.54,Paga,0,Sem Cobrança,2022-09-16,3455.54,Alto,,9,2022
1396,101,74,14,2022-10-15,3455.54,Renegociada,25,Ligação,2022-11-09,2498.77,Baixo,Terceirizado Sul,10,2022
1397,101,74,15,2022-11-14,3455.54,Paga,0,Sem Cobrança,2022-11-17,3455.54,Alto,,11,2022
1398,101,74,16,2022-12-14,3455.54,Vencida,42,Cartório,,0.0,Baixo,Terceirizado Sul,12,2022
1399,101,74,17,2023-01-13,3455.54,Vencida,30,Cartório,,0.0,Baixo,Equipe C,1,2023
1400,102,75,1,2024-04-01,1870.39,Paga,0,Sem Cobrança,2024-04-01,1870.39,Alto,,4,2024
1401,102,75,2,2024-05-01,1870.39,Vencida,46,Cartório,,0.0,Médio,Equipe A,5,2024
1402,102,75,3,2024-05-31,1870.39,Paga,0,Sem Cobrança,2024-06-01,1870.39,Alto,,5,2024
1403,102,75,4,2024-06-30,1870.39,Paga,0,Sem Cobrança,2024-06-30,1870.39,Alto,,6,2024
1404,102,75,5,2024-07-30,1870.39,Vencida,21,Ligação,,0.0,Médio,Terceirizado Norte,7,2024
1405,102,75,6,2024-08-29,1870.39,Paga,0,Sem Cobrança,2024-08-31,1870.39,Alto,,8,2024
1406,102,75,7,2024-09-28,1870.39,Paga,0,Sem Cobrança,2024-09-30,1870.39,Alto,,9,2024
1407,102,75,8,2024-10-28,1870.39,Paga,0,Sem Cobrança,2024-10-31,1870.39,Alto,,10,2024
1408,102,75,9,2024-11-27,1870.39,Paga,0,Sem Cobrança,2024-11-29,1870.39,Alto,,11,2024
1409,102,75,10,2024-12-27,1870.39,Paga,0,Sem Cobrança,2024-12-30,1870.39,Alto,,12,2024
1410,102,75,11,2025-01-26,1870.39,Paga,0,Sem Cobrança,2025-01-27,1870.39,Alto,,1,2025
1411,102,75,12,2025-02-25,1870.39,Paga,0,Sem Cobrança,2025-02-28,1870.39,Alto,,2,2025
1412,102,75,13,2025-03-27,1870.39,Paga,0,Sem Cobrança,2025-03-28,1870.39,Alto,,3,2025
1413,102,75,14,2025-04-26,1870.39,Pendente,4,SMS,,0.0,Médio,Terceirizado Sul,4,2025
1414,102,75,15,2025-05-26,1870.39,Paga,0,Sem Cobrança,2025-05-29,1870.39,Alto,,5,2025
1415,102,75,16,2025-06-25,1870.39,Paga,0,Sem Cobrança,2025-06-28,1870.39,Alto,,6,2025
1416,102,75,17,2025-07-25,1870.39,Paga,0,Sem Cobrança,2025-07-26,1870.39,Alto,,7,2025
1417,102,75,18,2025-08-24,1870.39,Vencida,24,Ligação,,0.0,Médio,Equipe C,8,2025
1418,102,75,19,2025-09-23,1870.39,Vencida,63,Jurídico,,0.0,Médio,Equipe C,9,2025
1419,102,75,20,2025-10-23,1870.39,Vencida,31,Cartório,,0.0,Médio,Equipe A,10,2025
1420,104,77,1,2021-08-16,1725.82,Paga,0,Sem Cobrança,2021-08-18,1725.82,Alto,,8,2021
1421,104,77,2,2021-09-15,1725.82,Paga,0,Sem Cobrança,2021-09-16,1725.82,Alto,,9,2021
1422,104,77,3,2021-10-15,1725.82,Paga,0,Sem Cobrança,2021-10-15,1725.82,Alto,,10,2021
1423,104,77,4,2021-11-14,1725.82,Paga,0,Sem Cobrança,2021-11-14,1725.82,Alto,,11,2021
1424,104,77,5,2021-12-14,1725.82,Paga,0,Sem Cobrança,2021-12-14,1725.82,Alto,,12,2021
1425,104,77,6,2022-01-13,1725.82,Paga,0,Sem Cobrança,2022-01-16,1725.82,Alto,,1,2022
1426,104,77,7,2022-02-12,1725.82,Vencida,28,Ligação,,0.0,Médio,Equipe A,2,2022
1427,104,77,8,2022-03-14,1725.82,Paga,0,Sem Cobrança,2022-03-16,1725.82,Alto,,3,2022
1428,104,77,9,2022-04-13,1725.82,Paga,0,Sem Cobrança,2022-04-14,1725.82,Alto,,4,2022
1429,104,77,10,2022-05-13,1725.82,Paga,0,Sem Cobrança,2022-05-16,1725.82,Alto,,5,2022
1430,104,77,11,2022-06-12,1725.82,Paga,0,Sem Cobrança,2022-06-13,1725.82,Alto,,6,2022
1431,104,77,12,2022-07-12,1725.82,Paga,0,Sem Cobrança,2022-07-12,1725.82,Alto,,7,2022
1432,105,77,1,2022-02-13,9394.16,Paga,0,Sem Cobrança,2022-02-13,9394.16,Alto,,2,2022
1433,105,77,2,2022-03-15,9394.16,Paga,0,Sem Cobrança,2022-03-16,9394.16,Alto,,3,2022
1434,105,77,3,2022-04-14,9394.16,Vencida,5,Email,,0.0,Médio,Equipe A,4,2022
1435,105,77,4,2022-05-14,9394.16,Paga,0,Sem Cobrança,2022-05-15,9394.16,Alto,,5,2022
1436,105,77,5,2022-06-13,9394.16,Paga,0,Sem Cobrança,2022-06-13,9394.16,Alto,,6,2022
1437,105,77,6,2022-07-13,9394.16,Paga,0,Sem Cobrança,2022-07-13,9394.16,Alto,,7,2022
1438,105,77,7,2022-08-12,9394.16,Paga,0,Sem Cobrança,2022-08-13,9394.16,Alto,,8,2022
1439,105,77,8,2022-09-11,9394.16,Paga,0,Sem Cobrança,2022-09-12,9394.16,Alto,,9,2022
1440,105,77,9,2022-10-11,9394.16,Paga,0,Sem Cobrança,2022-10-12,9394.16,Alto,,10,2022
1441,105,77,10,2022-11-10,9394.16,Paga,0,Sem Cobrança,2022-11-12,9394.16,Alto,,11,2022
1442,105,77,11,2022-12-10,9394.16,Paga,0,Sem Cobrança,2022-12-11,9394.16,Alto,,12,2022
1443,105,77,12,2023-01-09,9394.16,Paga,0,Sem Cobrança,2023-01-11,9394.16,Alto,,1,2023
1444,105,77,13,2023-02-08,9394.16,Paga,0,Sem Cobrança,2023-02-11,9394.16,Alto,,2,2023
1445,105,77,14,2023-03-10,9394.16,Vencida,8,Email,,0.0,Médio,Equipe B,3,2023
1446,105,77,15,2023-04-09,9394.16,Paga,0,Sem Cobrança,2023-04-09,9394.16,Alto,,4,2023
1447,105,77,16,2023-05-09,9394.16,Paga,0,Sem Cobrança,2023-05-12,9394.16,Alto,,5,2023
1448,106,78,1,2020-04-05,1532.82,Paga,0,Sem Cobrança,2020-04-06,1532.82,Alto,,4,2020
1449,106,78,2,2020-05-05,1532.82,Paga,0,Sem Cobrança,2020-05-07,1532.82,Alto,,5,2020
1450,106,78,3,2020-06-04,1532.82,Paga,0,Sem Cobrança,2020-06-04,1532.82,Alto,,6,2020
1451,106,78,4,2020-07-04,1532.82,Paga,0,Sem Cobrança,2020-07-07,1532.82,Alto,,7,2020
1452,106,78,5,2020-08-03,1532.82,Paga,0,Sem Cobrança,2020-08-05,1532.82,Alto,,8,2020
1453,106,78,6,2020-09-02,1532.82,Paga,0,Sem Cobrança,2020-09-04,1532.82,Alto,,9,2020
1454,106,78,7,2020-10-02,1532.82,Paga,0,Sem Cobrança,2020-10-04,1532.82,Alto,,10,2020
1455,106,78,8,2020-11-01,1532.82,Paga,0,Sem Cobrança,2020-11-02,1532.82,Alto,,11,2020
1456,106,78,9,2020-12-01,1532.82,Paga,0,Sem Cobrança,2020-12-04,1532.82,Alto,,12,2020
1457,107,79,1,2019-12-24,2137.31,Paga,0,Sem Cobrança,2019-12-26,2137.31,Alto,,12,2019
1458,107,79,2,2020-01-23,2137.31,Paga,0,Sem Cobrança,2020-01-26,2137.31,Alto,,1,2020
1459,107,79,3,2020-02-22,2137.31,Paga,0,Sem Cobrança,2020-02-23,2137.31,Alto,,2,2020
1460,107,79,4,2020-03-23,2137.31,Paga,0,Sem Cobrança,2020-03-26,2137.31,Alto,,3,2020
1461,107,79,5,2020-04-22,2137.31,Pendente,3,SMS,,0.0,Médio,Terceirizado Sul,4,2020
1462,107,79,6,2020-05-22,2137.31,Paga,0,Sem Cobrança,2020-05-23,2137.31,Alto,,5,2020
1463,107,79,7,2020-06-21,2137.31,Paga,0,Sem Cobrança,2020-06-23,2137.31,Alto,,6,2020
1464,107,79,8,2020-07-21,2137.31,Paga,0,Sem Cobrança,2020-07-24,2137.31,Alto,,7,2020
1465,107,79,9,2020-08-20,2137.31,Paga,0,Sem Cobrança,2020-08-22,2137.31,Alto,,8,2020
1466,107,79,10,2020-09-19,2137.31,Paga,0,Sem Cobrança,2020-09-19,2137.31,Alto,,9,2020
1467,107,79,11,2020-10-19,2137.31,Paga,0,Sem Cobrança,2020-10-19,2137.31,Alto,,10,2020
1468,107,79,12,2020-11-18,2137.31,Paga,0,Sem Cobrança,2020-11-19,2137.31,Alto,,11,2020
1469,107,79,13,2020-12-18,2137.31,Paga,0,Sem Cobrança,2020-12-18,2137.31,Alto,,12,2020
1470,107,79,14,2021-01-17,2137.31,Vencida,56,Cartório,,0.0,Médio,Terceirizado Sul,1,2021
1471,108,80,1,2024-11-03,1855.77,Paga,0,Sem Cobrança,2024-11-04,1855.77,Alto,,11,2024
1472,108,80,2,2024-12-03,1855.77,Paga,0,Sem Cobrança,2024-12-06,1855.77,Alto,,12,2024
1473,108,80,3,2025-01-02,1855.77,Paga,0,Sem Cobrança,2025-01-04,1855.77,Alto,,1,2025
1474,108,80,4,2025-02-01,1855.77,Paga,0,Sem Cobrança,2025-02-04,1855.77,Alto,,2,2025
1475,108,80,5,2025-03-03,1855.77,Paga,0,Cartório,2025-04-14,1833.25,Alto,Terceirizado Norte,3,2025
1476,108,80,6,2025-04-02,1855.77,Paga,0,Sem Cobrança,2025-04-03,1855.77,Alto,,4,2025
1477,108,80,7,2025-05-02,1855.77,Paga,0,Sem Cobrança,2025-05-02,1855.77,Alto,,5,2025
1478,108,80,8,2025-06-01,1855.77,Paga,0,SMS,2025-06-02,1690.03,Alto,Terceirizado Norte,6,2025
1479,108,80,9,2025-07-01,1855.77,Paga,0,Ligação,2025-07-20,1827.12,Alto,Equipe B,7,2025
1480,108,80,10,2025-07-31,1855.77,Paga,0,Sem Cobrança,2025-08-02,1855.77,Alto,,7,2025
1481,108,80,11,2025-08-30,1855.77,Paga,0,Sem Cobrança,2025-09-02,1855.77,Alto,,8,2025
1482,108,80,12,2025-09-29,1855.77,Vencida,5,Email,,0.0,Alto,Terceirizado Norte,9,2025
1483,108,80,13,2025-10-29,1855.77,Paga,0,Cartório,2025-12-06,1721.38,Alto,Terceirizado Norte,10,2025
1484,108,80,14,2025-11-28,1855.77,Paga,0,Email,2025-12-09,1337.6,Alto,Terceirizado Norte,11,2025
1485,108,80,15,2025-12-28,1855.77,Paga,0,SMS,2025-12-31,1532.71,Alto,Equipe B,12,2025
1486,108,80,16,2026-01-27,1855.77,Paga,0,Sem Cobrança,2026-01-29,1855.77,Alto,,1,2026
1487,108,80,17,2026-02-26,1855.77,Vencida,73,Jurídico,,0.0,Médio,Terceirizado Norte,2,2026
1488,108,80,18,2026-03-28,1855.77,Paga,0,Email,2026-04-04,1493.49,Alto,Terceirizado Norte,3,2026
1489,109,80,1,2025-03-10,5534.08,Paga,0,Sem Cobrança,2025-03-11,5534.08,Alto,,3,2025
1490,109,80,2,2025-04-09,5534.08,Paga,0,Sem Cobrança,2025-04-12,5534.08,Alto,,4,2025
1491,109,80,3,2025-05-09,5534.08,Paga,0,Sem Cobrança,2025-05-12,5534.08,Alto,,5,2025
1492,109,80,4,2025-06-08,5534.08,Paga,0,Sem Cobrança,2025-06-09,5534.08,Alto,,6,2025
1493,109,80,5,2025-07-08,5534.08,Vencida,10,Email,,0.0,Alto,Equipe C,7,2025
1494,109,80,6,2025-08-07,5534.08,Paga,0,Sem Cobrança,2025-08-09,5534.08,Alto,,8,2025
1495,109,80,7,2025-09-06,5534.08,Pendente,2,SMS,,0.0,Alto,Terceirizado Norte,9,2025
1496,109,80,8,2025-10-06,5534.08,Paga,0,Sem Cobrança,2025-10-06,5534.08,Alto,,10,2025
1497,109,80,9,2025-11-05,5534.08,Paga,0,Sem Cobrança,2025-11-08,5534.08,Alto,,11,2025
1498,109,80,10,2025-12-05,5534.08,Paga,0,Sem Cobrança,2025-12-05,5534.08,Alto,,12,2025
1499,109,80,11,2026-01-04,5534.08,Paga,0,Sem Cobrança,2026-01-05,5534.08,Alto,,1,2026
1500,109,80,12,2026-02-03,5534.08,Paga,0,Sem Cobrança,2026-02-03,5534.08,Alto,,2,2026
1501,109,80,13,2026-03-05,5534.08,Paga,0,Email,2026-03-12,5030.11,Alto,Equipe B,3,2026
1502,109,80,14,2026-04-04,5534.08,Paga,0,Sem Cobrança,2026-04-05,5534.08,Alto,,4,2026
1503,109,80,15,2026-05-04,5534.08,Paga,0,Sem Cobrança,2026-05-05,5534.08,Alto,,5,2026
1504,109,80,16,2026-06-03,5534.08,Paga,0,Sem Cobrança,2026-06-03,5534.08,Alto,,6,2026
1505,109,80,17,2026-07-03,5534.08,Paga,0,Sem Cobrança,2026-07-05,5534.08,Alto,,7,2026
1506,109,80,18,2026-08-02,5534.08,Paga,0,SMS,2026-08-04,5314.53,Alto,Terceirizado Norte,8,2026
1507,110,80,1,2024-04-21,8111.48,Paga,0,Sem Cobrança,2024-04-23,8111.48,Alto,,4,2024
1508,110,80,2,2024-05-21,8111.48,Paga,0,Ligação,2024-06-05,7539.82,Alto,Equipe A,5,2024
1509,110,80,3,2024-06-20,8111.48,Paga,0,Sem Cobrança,2024-06-23,8111.48,Alto,,6,2024
1510,110,80,4,2024-07-20,8111.48,Paga,0,Sem Cobrança,2024-07-21,8111.48,Alto,,7,2024
1511,110,80,5,2024-08-19,8111.48,Paga,0,Sem Cobrança,2024-08-20,8111.48,Alto,,8,2024
1512,110,80,6,2024-09-18,8111.48,Paga,0,Sem Cobrança,2024-09-21,8111.48,Alto,,9,2024
1513,110,80,7,2024-10-18,8111.48,Vencida,10,Email,,0.0,Alto,Equipe C,10,2024
1514,110,80,8,2024-11-17,8111.48,Paga,0,Sem Cobrança,2024-11-17,8111.48,Alto,,11,2024
1515,110,80,9,2024-12-17,8111.48,Paga,0,Sem Cobrança,2024-12-17,8111.48,Alto,,12,2024
1516,110,80,10,2025-01-16,8111.48,Vencida,102,Jurídico,,0.0,Baixo,Equipe A,1,2025
1517,110,80,11,2025-02-15,8111.48,Paga,0,Sem Cobrança,2025-02-15,8111.48,Alto,,2,2025
1518,110,80,12,2025-03-17,8111.48,Paga,0,Sem Cobrança,2025-03-17,8111.48,Alto,,3,2025
1519,110,80,13,2025-04-16,8111.48,Paga,0,Sem Cobrança,2025-04-19,8111.48,Alto,,4,2025
1520,110,80,14,2025-05-16,8111.48,Vencida,6,Email,,0.0,Alto,Equipe A,5,2025
1521,110,80,15,2025-06-15,8111.48,Paga,0,Ligação,2025-07-03,8032.68,Alto,Terceirizado Norte,6,2025
1522,110,80,16,2025-07-15,8111.48,Paga,0,Sem Cobrança,2025-07-18,8111.48,Alto,,7,2025
1523,110,80,17,2025-08-14,8111.48,Paga,0,Ligação,2025-09-07,6368.17,Alto,Equipe C,8,2025
1524,110,80,18,2025-09-13,8111.48,Pendente,2,SMS,,0.0,Alto,Equipe B,9,2025
1525,110,80,19,2025-10-13,8111.48,Paga,0,SMS,2025-10-15,5741.91,Alto,Equipe C,10,2025
1526,110,80,20,2025-11-12,8111.48,Paga,0,Sem Cobrança,2025-11-14,8111.48,Alto,,11,2025
1527,111,81,1,2024-11-21,5646.19,Paga,0,Sem Cobrança,2024-11-24,5646.19,Alto,,11,2024
1528,111,81,2,2024-12-21,5646.19,Paga,0,Sem Cobrança,2024-12-24,5646.19,Alto,,12,2024
1529,111,81,3,2025-01-20,5646.19,Paga,0,Sem Cobrança,2025-01-23,5646.19,Alto,,1,2025
1530,111,81,4,2025-02-19,5646.19,Paga,0,Sem Cobrança,2025-02-22,5646.19,Alto,,2,2025
1531,111,81,5,2025-03-21,5646.19,Vencida,11,Email,,0.0,Médio,Equipe B,3,2025
1532,111,81,6,2025-04-20,5646.19,Paga,0,Sem Cobrança,2025-04-22,5646.19,Alto,,4,2025
1533,111,81,7,2025-05-20,5646.19,Paga,0,Sem Cobrança,2025-05-23,5646.19,Alto,,5,2025
1534,111,81,8,2025-06-19,5646.19,Paga,0,Sem Cobrança,2025-06-20,5646.19,Alto,,6,2025
1535,111,81,9,2025-07-19,5646.19,Paga,0,Sem Cobrança,2025-07-22,5646.19,Alto,,7,2025
1536,111,81,10,2025-08-18,5646.19,Paga,0,Sem Cobrança,2025-08-20,5646.19,Alto,,8,2025
1537,111,81,11,2025-09-17,5646.19,Paga,0,Sem Cobrança,2025-09-18,5646.19,Alto,,9,2025
1538,111,81,12,2025-10-17,5646.19,Paga,0,Sem Cobrança,2025-10-18,5646.19,Alto,,10,2025
1539,111,81,13,2025-11-16,5646.19,Renegociada,91,Jurídico,2026-02-15,5256.66,Baixo,Equipe B,11,2025
1540,111,81,14,2025-12-16,5646.19,Vencida,8,Email,,0.0,Médio,Equipe A,12,2025
1541,111,81,15,2026-01-15,5646.19,Paga,0,Sem Cobrança,2026-01-15,5646.19,Alto,,1,2026
