comunicacao_id,cliente_id,contrato_id,tipo_comunicacao,campanha,data_prevista_envio,data_envio,status_envio,resultado,mes_referencia,ano_referencia,custo_estimado_rs
291,181,242,Carta,Entrega Veículo,2025-01-04,2025-01-04,Enviado,Respondido,1,2025,4.5
292,181,242,Carta,Oferta Cross-sell,2026-12-09,,Agendado,,12,2026,4.5
293,181,242,SMS,Renovação,2025-12-26,2025-12-26,Enviado,Pagou,12,2025,0.12
294,181,242,WhatsApp,CNH Pendência,2026-04-10,2026-04-10,Enviado,Sem Resposta,4,2026,0.25
295,181,242,Carta,Renovação,2026-03-12,2026-03-12,Enviado,Opt-out,3,2026,4.5
296,181,242,WhatsApp,Entrega Veículo,2026-10-09,,Agendado,,10,2026,0.25
297,181,242,WhatsApp,Lembrete Parcela,2025-11-09,,Falhou,,11,2025,0.25
298,181,242,WhatsApp,Oferta Cross-sell,2026-12-08,,Agendado,,12,2026,0.25
299,102,139,Email,Cobrança,2026-10-31,,Agendado,,10,2026,0.03
300,102,139,SMS,Entrega Veículo,2026-02-19,2026-02-19,Enviado,Sem Resposta,2,2026,0.12
301,102,139,SMS,Cobrança,2025-01-09,2025-01-09,Enviado,Sem Resposta,1,2025,0.12
302,102,139,Push,Cobrança,2026-03-06,,Cancelado,,3,2026,0.01
303,102,139,SMS,Cobrança,2025-09-28,2025-09-28,Enviado,Opt-out,9,2025,0.12
304,149,202,WhatsApp,Cobrança,2026-09-29,,Agendado,,9,2026,0.25
305,149,202,WhatsApp,CNH Pendência,2026-10-31,,Agendado,,10,2026,0.25
306,149,202,SMS,Renovação,2025-10-14,2025-10-14,Enviado,Respondido,10,2025,0.12
307,149,202,WhatsApp,Lembrete Parcela,2026-10-09,,Agendado,,10,2026,0.25
308,147,198,SMS,Oferta Cross-sell,2025-09-03,2025-09-03,Enviado,Sem Resposta,9,2025,0.12
309,147,198,Email,Cobrança,2025-04-12,,Cancelado,,4,2025,0.03
310,194,258,SMS,Cobrança,2026-08-08,,Agendado,,8,2026,0.12
311,194,258,WhatsApp,Oferta Cross-sell,2026-02-04,,Cancelado,,2,2026,0.25
312,194,258,WhatsApp,CNH Pendência,2025-07-01,2025-07-01,Enviado,Opt-out,7,2025,0.25
313,146,196,SMS,Cobrança,2025-09-29,2025-09-29,Enviado,Sem Resposta,9,2025,0.12
314,146,196,SMS,Lembrete Parcela,2026-07-01,2026-07-01,Enviado,Respondido,7,2026,0.12
315,146,196,Email,Cobrança,2026-01-26,2026-01-26,Enviado,Sem Resposta,1,2026,0.03
316,146,196,Email,Cobrança,2026-09-13,,Agendado,,9,2026,0.03
317,146,196,Push,Cobrança,2026-08-09,,Agendado,,8,2026,0.01
318,146,196,WhatsApp,Oferta Cross-sell,2026-03-01,2026-03-01,Enviado,Respondido,3,2026,0.25
319,146,196,Email,Renovação,2025-02-01,2025-02-01,Enviado,Sem Resposta,2,2025,0.03
320,146,196,SMS,Oferta Cross-sell,2025-09-07,2025-09-07,Enviado,Opt-out,9,2025,0.12
321,26,33,SMS,Entrega Veículo,2026-04-18,2026-04-18,Enviado,Pagou,4,2026,0.12
322,26,33,Email,Cobrança,2025-04-22,2025-04-22,Enviado,Pagou,4,2025,0.03
323,26,33,WhatsApp,Oferta Cross-sell,2025-03-19,2025-03-19,Enviado,Sem Resposta,3,2025,0.25
324,26,33,SMS,Cobrança,2026-10-20,,Agendado,,10,2026,0.12
325,26,33,WhatsApp,CNH Pendência,2026-02-22,2026-02-22,Enviado,Opt-out,2,2026,0.25
326,26,33,SMS,Cobrança,2026-08-18,,Agendado,,8,2026,0.12
327,165,221,Email,CNH Pendência,2026-02-21,2026-02-21,Enviado,Opt-out,2,2026,0.03
328,165,221,WhatsApp,CNH Pendência,2025-05-15,2025-05-15,Enviado,Respondido,5,2025,0.25
329,165,221,SMS,Lembrete Parcela,2025-08-08,,Falhou,,8,2025,0.12
330,165,221,SMS,Cobrança,2027-01-18,,Agendado,,1,2027,0.12
331,165,221,WhatsApp,Lembrete Parcela,2026-04-02,2026-04-02,Enviado,Sem Resposta,4,2026,0.25
332,79,107,SMS,Renovação,2026-11-16,,Agendado,,11,2026,0.12
333,79,107,Email,Lembrete Parcela,2025-05-14,2025-05-14,Enviado,Respondido,5,2025,0.03
334,79,107,WhatsApp,Renovação,2026-08-07,,Agendado,,8,2026,0.25
335,106,144,Push,Cobrança,2026-10-31,,Agendado,,10,2026,0.01
336,106,144,Email,Oferta Cross-sell,2025-05-15,2025-05-15,Enviado,Sem Resposta,5,2025,0.03
337,106,144,Push,Cobrança,2025-04-04,2025-04-04,Enviado,Sem Resposta,4,2025,0.01
338,106,144,Push,CNH Pendência,2027-01-03,,Agendado,,1,2027,0.01
339,106,144,Carta,CNH Pendência,2026-07-24,2026-07-24,Enviado,Pagou,7,2026,4.5
340,106,144,WhatsApp,Entrega Veículo,2026-04-20,2026-04-20,Enviado,Respondido,4,2026,0.25
341,106,144,Email,Cobrança,2025-09-23,2025-09-23,Enviado,Pagou,9,2025,0.03
342,51,65,WhatsApp,CNH Pendência,2026-08-02,2026-08-02,Enviado,Respondido,8,2026,0.25
343,51,65,WhatsApp,Cobrança,2026-03-24,2026-03-24,Enviado,Respondido,3,2026,0.25
344,51,65,WhatsApp,Oferta Cross-sell,2025-07-26,2025-07-26,Enviado,Opt-out,7,2025,0.25
345,51,65,WhatsApp,Lembrete Parcela,2026-09-28,,Agendado,,9,2026,0.25
346,51,65,SMS,Cobrança,2026-04-05,,Falhou,,4,2026,0.12
347,223,298,SMS,Oferta Cross-sell,2026-06-25,2026-06-25,Enviado,Sem Resposta,6,2026,0.12
348,223,298,WhatsApp,Cobrança,2025-03-09,,Cancelado,,3,2025,0.25
349,69,91,Email,Lembrete Parcela,2026-09-07,,Agendado,,9,2026,0.03
350,69,91,Email,CNH Pendência,2025-08-02,2025-08-02,Enviado,Respondido,8,2025,0.03
351,69,91,Email,Cobrança,2025-10-26,2025-10-26,Enviado,Opt-out,10,2025,0.03
352,129,176,SMS,Cobrança,2026-06-13,2026-06-13,Enviado,Pagou,6,2026,0.12
353,129,176,SMS,Oferta Cross-sell,2026-02-20,2026-02-20,Enviado,Respondido,2,2026,0.12
354,129,176,Carta,Entrega Veículo,2025-06-05,2025-06-05,Enviado,Respondido,6,2025,4.5
355,129,176,Push,Oferta Cross-sell,2026-12-27,,Agendado,,12,2026,0.01
356,129,176,Push,Lembrete Parcela,2026-04-16,2026-04-16,Enviado,Sem Resposta,4,2026,0.01
357,108,147,WhatsApp,Cobrança,2026-07-11,,Cancelado,,7,2026,0.25
358,108,147,Push,Entrega Veículo,2026-12-19,,Agendado,,12,2026,0.01
359,108,147,Push,Renovação,2025-02-11,2025-02-11,Enviado,Opt-out,2,2025,0.01
360,108,147,Push,CNH Pendência,2025-08-13,2025-08-13,Enviado,Respondido,8,2025,0.01
361,108,147,WhatsApp,Cobrança,2026-08-22,,Agendado,,8,2026,0.25
362,209,276,SMS,Oferta Cross-sell,2026-07-23,2026-07-23,Enviado,Sem Resposta,7,2026,0.12
363,209,276,SMS,Cobrança,2025-11-13,2025-11-13,Enviado,Respondido,11,2025,0.12
364,9,12,WhatsApp,Cobrança,2026-01-07,2026-01-07,Enviado,Pagou,1,2026,0.25
365,9,12,Email,Cobrança,2026-01-20,,Falhou,,1,2026,0.03
366,9,12,SMS,Oferta Cross-sell,2025-10-07,,Falhou,,10,2025,0.12
367,9,12,SMS,Renovação,2025-03-01,2025-03-01,Enviado,Sem Resposta,3,2025,0.12
368,9,12,SMS,Lembrete Parcela,2026-07-07,,Falhou,,7,2026,0.12
369,9,12,SMS,Lembrete Parcela,2025-08-16,2025-08-16,Enviado,Sem Resposta,8,2025,0.12
370,9,12,Push,Lembrete Parcela,2026-02-05,2026-02-05,Enviado,Sem Resposta,2,2026,0.01
371,5,5,Email,CNH Pendência,2026-09-04,,Agendado,,9,2026,0.03
372,5,5,WhatsApp,Renovação,2025-07-17,2025-07-17,Enviado,Respondido,7,2025,0.25
373,5,5,Email,Entrega Veículo,2025-01-09,2025-01-09,Enviado,Respondido,1,2025,0.03
374,5,5,WhatsApp,Cobrança,2026-12-20,,Agendado,,12,2026,0.25
375,5,5,SMS,Lembrete Parcela,2026-03-05,,Falhou,,3,2026,0.12
376,5,5,WhatsApp,Lembrete Parcela,2026-10-28,,Agendado,,10,2026,0.25
377,126,171,WhatsApp,Cobrança,2026-08-30,,Agendado,,8,2026,0.25
378,126,171,SMS,CNH Pendência,2025-08-13,2025-08-13,Enviado,Sem Resposta,8,2025,0.12
379,126,171,SMS,Cobrança,2026-06-19,2026-06-19,Enviado,Respondido,6,2026,0.12
380,126,171,Carta,Cobrança,2026-09-21,,Agendado,,9,2026,4.5
381,126,171,SMS,Entrega Veículo,2027-01-08,,Agendado,,1,2027,0.12
382,126,171,Email,Renovação,2025-09-28,,Falhou,,9,2025,0.03
383,113,157,Email,Renovação,2025-11-29,2025-11-29,Enviado,Pagou,11,2025,0.03
384,113,157,Push,CNH Pendência,2026-10-19,,Agendado,,10,2026,0.01
385,113,157,SMS,Renovação,2027-01-15,,Agendado,,1,2027,0.12
386,113,157,SMS,Cobrança,2025-08-13,,Falhou,,8,2025,0.12
387,113,157,WhatsApp,Cobrança,2025-04-01,2025-04-01,Enviado,Respondido,4,2025,0.25
388,113,157,WhatsApp,Oferta Cross-sell,2025-07-29,,Cancelado,,7,2025,0.25
389,113,157,WhatsApp,Cobrança,2025-12-25,2025-12-25,Enviado,Sem Resposta,12,2025,0.25
390,96,131,Email,Entrega Veículo,2025-11-22,2025-11-22,Enviado,Pagou,11,2025,0.03
391,96,131,Email,Cobrança,2026-11-09,,Agendado,,11,2026,0.03
392,96,131,SMS,Renovação,2026-03-05,2026-03-05,Enviado,Sem Resposta,3,2026,0.12
393,96,131,WhatsApp,Renovação,2025-06-06,,Falhou,,6,2025,0.25
394,96,131,SMS,Cobrança,2026-11-22,,Agendado,,11,2026,0.12
395,17,23,Email,CNH Pendência,2026-10-09,,Agendado,,10,2026,0.03
396,17,23,SMS,Lembrete Parcela,2025-03-24,2025-03-24,Enviado,Sem Resposta,3,2025,0.12
397,17,23,Email,Lembrete Parcela,2025-04-22,2025-04-22,Enviado,Sem Resposta,4,2025,0.03
398,17,23,Push,Oferta Cross-sell,2026-09-02,,Agendado,,9,2026,0.01
399,17,23,Carta,Cobrança,2026-10-18,,Agendado,,10,2026,4.5
400,246,328,Email,Cobrança,2026-11-05,,Agendado,,11,2026,0.03
401,246,328,Push,Oferta Cross-sell,2025-12-11,2025-12-11,Enviado,Sem Resposta,12,2025,0.01
402,68,88,WhatsApp,Oferta Cross-sell,2025-09-20,2025-09-20,Enviado,Respondido,9,2025,0.25
403,68,88,WhatsApp,Entrega Veículo,2025-10-17,2025-10-17,Enviado,Respondido,10,2025,0.25
404,68,88,WhatsApp,Cobrança,2025-07-20,2025-07-20,Enviado,Respondido,7,2025,0.25
405,68,88,SMS,Cobrança,2026-11-18,,Agendado,,11,2026,0.12
406,39,48,Email,Cobrança,2025-10-22,2025-10-22,Enviado,Pagou,10,2025,0.03
407,39,48,WhatsApp,CNH Pendência,2025-10-11,2025-10-11,Enviado,Sem Resposta,10,2025,0.25
408,39,48,Email,Cobrança,2025-01-19,2025-01-19,Enviado,Respondido,1,2025,0.03
409,240,321,SMS,Entrega Veículo,2026-01-15,2026-01-15,Enviado,Sem Resposta,1,2026,0.12
410,240,321,WhatsApp,Cobrança,2025-01-31,2025-01-31,Enviado,Sem Resposta,1,2025,0.25
411,211,280,Push,Oferta Cross-sell,2025-09-03,2025-09-03,Enviado,Respondido,9,2025,0.01
412,211,280,Carta,Lembrete Parcela,2025-03-01,2025-03-01,Enviado,Respondido,3,2025,4.5
413,211,280,SMS,Lembrete Parcela,2025-02-20,2025-02-20,Enviado,Pagou,2,2025,0.12
414,211,280,SMS,Cobrança,2026-05-02,2026-05-02,Enviado,Respondido,5,2026,0.12
415,110,153,WhatsApp,Lembrete Parcela,2026-04-23,2026-04-23,Enviado,Sem Resposta,4,2026,0.25
416,110,153,WhatsApp,Cobrança,2026-11-08,,Agendado,,11,2026,0.25
417,110,153,SMS,CNH Pendência,2026-10-30,,Agendado,,10,2026,0.12
418,110,153,WhatsApp,Lembrete Parcela,2026-08-14,,Agendado,,8,2026,0.25
419,110,153,SMS,Lembrete Parcela,2025-10-19,2025-10-19,Enviado,Sem Resposta,10,2025,0.12
420,110,153,Email,CNH Pendência,2025-01-10,2025-01-10,Enviado,Respondido,1,2025,0.03
421,110,153,Email,Entrega Veículo,2025-06-19,2025-06-19,Enviado,Respondido,6,2025,0.03
422,110,153,WhatsApp,Entrega Veículo,2026-11-22,,Agendado,,11,2026,0.25
423,30,37,Email,Lembrete Parcela,2027-01-01,,Agendado,,1,2027,0.03
424,30,37,WhatsApp,Lembrete Parcela,2026-03-02,2026-03-02,Enviado,Respondido,3,2026,0.25
425,30,37,SMS,Lembrete Parcela,2025-06-08,2025-06-08,Enviado,Respondido,6,2025,0.12
426,30,37,WhatsApp,Oferta Cross-sell,2026-01-29,2026-01-29,Enviado,Sem Resposta,1,2026,0.25
427,30,37,SMS,Cobrança,2025-08-21,2025-08-21,Enviado,Pagou,8,2025,0.12
428,30,37,SMS,Oferta Cross-sell,2026-09-16,,Agendado,,9,2026,0.12
429,64,83,SMS,Cobrança,2026-12-19,,Agendado,,12,2026,0.12
430,64,83,Email,Renovação,2026-12-07,,Agendado,,12,2026,0.03
431,64,83,SMS,Cobrança,2025-10-28,2025-10-28,Enviado,Pagou,10,2025,0.12
432,64,83,Email,Cobrança,2025-05-05,2025-05-05,Enviado,Respondido,5,2025,0.03
433,64,83,WhatsApp,Entrega Veículo,2026-12-20,,Agendado,,12,2026,0.25
434,64,83,Email,Renovação,2026-04-29,2026-04-29,Enviado,Pagou,4,2026,0.03
435,64,83,Email,Lembrete Parcela,2025-05-02,2025-05-02,Enviado,Pagou,5,2025,0.03
436,64,83,Email,Entrega Veículo,2026-09-06,,Agendado,,9,2026,0.03
437,229,307,WhatsApp,Cobrança,2026-10-16,,Agendado,,10,2026,0.25
438,229,307,Email,CNH Pendência,2025-01-10,2025-01-10,Enviado,Sem Resposta,1,2025,0.03
439,180,241,WhatsApp,Lembrete Parcela,2026-09-10,,Agendado,,9,2026,0.25
440,180,241,SMS,Cobrança,2026-08-29,,Agendado,,8,2026,0.12
441,180,241,Carta,Lembrete Parcela,2025-10-23,2025-10-23,Enviado,Sem Resposta,10,2025,4.5
442,180,241,SMS,Cobrança,2025-04-20,2025-04-20,Enviado,Sem Resposta,4,2025,0.12
443,180,241,WhatsApp,CNH Pendência,2025-08-23,2025-08-23,Enviado,Respondido,8,2025,0.25
444,180,241,Email,Entrega Veículo,2026-12-19,,Agendado,,12,2026,0.03
445,180,241,WhatsApp,Entrega Veículo,2025-09-08,2025-09-08,Enviado,Pagou,9,2025,0.25
446,180,241,Email,Oferta Cross-sell,2025-04-03,2025-04-03,Enviado,Sem Resposta,4,2025,0.03
447,231,311,WhatsApp,Cobrança,2026-11-16,,Agendado,,11,2026,0.25
448,231,311,Push,Cobrança,2026-03-11,,Falhou,,3,2026,0.01
449,231,311,Email,Cobrança,2025-11-25,2025-11-25,Enviado,Pagou,11,2025,0.03
450,231,311,Email,Cobrança,2026-04-05,,Falhou,,4,2026,0.03
451,231,311,SMS,Cobrança,2026-01-17,2026-01-17,Enviado,Sem Resposta,1,2026,0.12
452,231,311,Email,Cobrança,2025-02-16,2025-02-16,Enviado,Pagou,2,2025,0.03
453,231,311,SMS,Renovação,2025-06-07,2025-06-07,Enviado,Sem Resposta,6,2025,0.12
454,231,311,WhatsApp,Lembrete Parcela,2025-10-14,2025-10-14,Enviado,Sem Resposta,10,2025,0.25
455,109,148,SMS,Cobrança,2026-04-17,2026-04-17,Enviado,Pagou,4,2026,0.12
456,109,148,Email,Renovação,2027-01-14,,Agendado,,1,2027,0.03
457,109,148,Push,Oferta Cross-sell,2026-12-02,,Agendado,,12,2026,0.01
458,73,98,SMS,Lembrete Parcela,2025-11-11,,Cancelado,,11,2025,0.12
459,73,98,WhatsApp,Oferta Cross-sell,2026-10-15,,Agendado,,10,2026,0.25
460,73,98,WhatsApp,CNH Pendência,2025-11-29,2025-11-29,Enviado,Sem Resposta,11,2025,0.25
461,73,98,SMS,Renovação,2025-09-23,2025-09-23,Enviado,Sem Resposta,9,2025,0.12
462,73,98,Push,Oferta Cross-sell,2026-09-17,,Agendado,,9,2026,0.01
463,73,98,WhatsApp,Oferta Cross-sell,2026-11-23,,Agendado,,11,2026,0.25
464,73,98,SMS,Renovação,2026-01-22,2026-01-22,Enviado,Respondido,1,2026,0.12
465,75,102,WhatsApp,CNH Pendência,2026-09-23,,Agendado,,9,2026,0.25
466,75,102,Push,Lembrete Parcela,2026-03-04,2026-03-04,Enviado,Sem Resposta,3,2026,0.01
467,62,78,Email,Cobrança,2026-11-30,,Agendado,,11,2026,0.03
468,62,78,Email,Oferta Cross-sell,2026-08-08,,Agendado,,8,2026,0.03
469,62,78,Email,Lembrete Parcela,2026-11-09,,Agendado,,11,2026,0.03
470,163,217,SMS,Lembrete Parcela,2026-11-03,,Agendado,,11,2026,0.12
471,163,217,SMS,Lembrete Parcela,2025-01-27,2025-01-27,Enviado,Opt-out,1,2025,0.12
472,163,217,SMS,Oferta Cross-sell,2026-03-05,2026-03-05,Enviado,Opt-out,3,2026,0.12
473,163,217,Carta,Cobrança,2025-09-21,2025-09-21,Enviado,Sem Resposta,9,2025,4.5
474,163,217,WhatsApp,Lembrete Parcela,2025-03-01,2025-03-01,Enviado,Sem Resposta,3,2025,0.25
475,163,217,Email,CNH Pendência,2025-09-18,2025-09-18,Enviado,Pagou,9,2025,0.03
476,85,115,SMS,Lembrete Parcela,2026-12-13,,Agendado,,12,2026,0.12
477,85,115,WhatsApp,Cobrança,2026-02-17,2026-02-17,Enviado,Respondido,2,2026,0.25
478,85,115,SMS,Lembrete Parcela,2026-09-14,,Agendado,,9,2026,0.12
479,85,115,SMS,Entrega Veículo,2025-03-18,2025-03-18,Enviado,Pagou,3,2025,0.12
480,85,115,Email,Lembrete Parcela,2026-05-19,2026-05-19,Enviado,Respondido,5,2026,0.03
481,85,115,SMS,Lembrete Parcela,2026-11-04,,Agendado,,11,2026,0.12
482,38,47,WhatsApp,Cobrança,2026-07-21,2026-07-21,Enviado,Sem Resposta,7,2026,0.25
483,38,47,WhatsApp,Entrega Veículo,2026-08-03,,Agendado,,8,2026,0.25
484,23,29,WhatsApp,Oferta Cross-sell,2025-07-04,2025-07-04,Enviado,Opt-out,7,2025,0.25
485,23,29,WhatsApp,Entrega Veículo,2025-09-30,2025-09-30,Enviado,Sem Resposta,9,2025,0.25
486,23,29,SMS,Oferta Cross-sell,2025-01-26,,Falhou,,1,2025,0.12
487,164,219,Carta,Renovação,2025-08-10,2025-08-10,Enviado,Respondido,8,2025,4.5
488,164,219,Email,Entrega Veículo,2026-10-27,,Agendado,,10,2026,0.03
489,164,219,Push,Lembrete Parcela,2025-07-23,2025-07-23,Enviado,Sem Resposta,7,2025,0.01
490,164,219,SMS,Renovação,2025-08-18,,Falhou,,8,2025,0.12
491,164,219,Email,CNH Pendência,2026-03-31,2026-03-31,Enviado,Respondido,3,2026,0.03
492,50,62,SMS,Cobrança,2026-02-12,2026-02-12,Enviado,Sem Resposta,2,2026,0.12
493,50,62,Carta,Cobrança,2026-07-18,2026-07-18,Enviado,Sem Resposta,7,2026,4.5
494,50,62,WhatsApp,Cobrança,2025-06-11,,Cancelado,,6,2025,0.25
495,50,62,Email,Oferta Cross-sell,2026-08-10,2026-08-10,Enviado,Sem Resposta,8,2026,0.03
496,50,62,SMS,Cobrança,2026-12-23,,Agendado,,12,2026,0.12
497,50,62,SMS,CNH Pendência,2026-11-16,,Agendado,,11,2026,0.12
498,4,4,Email,Renovação,2025-06-20,2025-06-20,Enviado,Sem Resposta,6,2025,0.03
499,4,4,WhatsApp,Entrega Veículo,2026-01-18,2026-01-18,Enviado,Pagou,1,2026,0.25
500,4,4,Email,Oferta Cross-sell,2025-01-03,2025-01-03,Enviado,Sem Resposta,1,2025,0.03
501,4,4,Email,Renovação,2026-09-13,,Agendado,,9,2026,0.03
502,4,4,SMS,Cobrança,2026-08-27,,Agendado,,8,2026,0.12
503,87,117,WhatsApp,Entrega Veículo,2025-06-19,2025-06-19,Enviado,Respondido,6,2025,0.25
504,87,117,WhatsApp,Renovação,2025-09-01,2025-09-01,Enviado,Sem Resposta,9,2025,0.25
505,87,117,Push,Oferta Cross-sell,2025-06-27,,Falhou,,6,2025,0.01
506,87,117,SMS,Cobrança,2025-01-07,,Cancelado,,1,2025,0.12
507,87,117,SMS,Cobrança,2026-01-19,,Falhou,,1,2026,0.12
508,87,117,Email,CNH Pendência,2026-08-30,,Agendado,,8,2026,0.03
509,167,223,SMS,CNH Pendência,2025-12-03,2025-12-03,Enviado,Sem Resposta,12,2025,0.12
510,167,223,Carta,Cobrança,2026-07-22,2026-07-22,Enviado,Sem Resposta,7,2026,4.5
511,167,223,WhatsApp,Lembrete Parcela,2026-10-02,,Agendado,,10,2026,0.25
512,167,223,SMS,Cobrança,2026-11-09,,Agendado,,11,2026,0.12
513,167,223,WhatsApp,Entrega Veículo,2026-07-05,2026-07-05,Enviado,Sem Resposta,7,2026,0.25
514,167,223,Push,Lembrete Parcela,2025-05-10,2025-05-10,Enviado,Pagou,5,2025,0.01
515,56,71,SMS,Cobrança,2026-03-31,2026-03-31,Enviado,Pagou,3,2026,0.12
516,56,71,Push,Renovação,2025-05-18,,Cancelado,,5,2025,0.01
517,56,71,SMS,Cobrança,2025-07-22,2025-07-22,Enviado,Sem Resposta,7,2025,0.12
518,56,71,SMS,Oferta Cross-sell,2025-01-16,2025-01-16,Enviado,Sem Resposta,1,2025,0.12
519,56,71,WhatsApp,CNH Pendência,2026-04-04,2026-04-04,Enviado,Opt-out,4,2026,0.25
520,56,71,SMS,Cobrança,2025-03-19,2025-03-19,Enviado,Respondido,3,2025,0.12
521,56,71,WhatsApp,Renovação,2026-03-10,,Falhou,,3,2026,0.25
522,56,71,Email,Cobrança,2026-12-09,,Agendado,,12,2026,0.03
523,28,35,SMS,Entrega Veículo,2025-05-26,2025-05-26,Enviado,Pagou,5,2025,0.12
524,28,35,Email,Renovação,2026-08-07,,Agendado,,8,2026,0.03
525,28,35,WhatsApp,Cobrança,2026-12-15,,Agendado,,12,2026,0.25
526,28,35,Email,Entrega Veículo,2025-03-04,2025-03-04,Enviado,Pagou,3,2025,0.03
527,28,35,WhatsApp,Cobrança,2026-10-30,,Agendado,,10,2026,0.25
528,28,35,SMS,Cobrança,2025-05-23,2025-05-23,Enviado,Sem Resposta,5,2025,0.12
529,28,35,WhatsApp,Cobrança,2026-03-29,2026-03-29,Enviado,Sem Resposta,3,2026,0.25
530,215,284,Email,Cobrança,2026-11-04,,Agendado,,11,2026,0.03
531,215,284,SMS,Lembrete Parcela,2025-04-06,2025-04-06,Enviado,Respondido,4,2025,0.12
532,215,284,WhatsApp,CNH Pendência,2027-01-27,,Agendado,,1,2027,0.25
533,215,284,WhatsApp,Entrega Veículo,2025-01-08,2025-01-08,Enviado,Sem Resposta,1,2025,0.25
534,215,284,Email,Oferta Cross-sell,2026-08-12,2026-08-12,Enviado,Respondido,8,2026,0.03
535,215,284,SMS,Cobrança,2026-07-26,2026-07-26,Enviado,Respondido,7,2026,0.12
536,215,284,Push,CNH Pendência,2026-04-24,2026-04-24,Enviado,Sem Resposta,4,2026,0.01
537,71,95,Carta,Cobrança,2026-05-31,2026-05-31,Enviado,Sem Resposta,5,2026,4.5
538,71,95,SMS,Oferta Cross-sell,2026-09-13,,Agendado,,9,2026,0.12
539,71,95,Email,Entrega Veículo,2026-05-05,2026-05-05,Enviado,Pagou,5,2026,0.03
540,71,95,Email,Cobrança,2025-05-09,2025-05-09,Enviado,Pagou,5,2025,0.03
541,71,95,Push,Renovação,2027-01-11,,Agendado,,1,2027,0.01
542,148,199,Email,Cobrança,2026-11-09,,Agendado,,11,2026,0.03
543,148,199,SMS,Cobrança,2025-12-25,2025-12-25,Enviado,Respondido,12,2025,0.12
544,148,199,WhatsApp,Cobrança,2027-01-10,,Agendado,,1,2027,0.25
545,148,199,WhatsApp,Renovação,2026-11-23,,Agendado,,11,2026,0.25
546,148,199,Email,Cobrança,2025-09-15,,Falhou,,9,2025,0.03
547,148,199,SMS,Lembrete Parcela,2026-09-11,,Agendado,,9,2026,0.12
548,148,199,SMS,Cobrança,2026-08-11,2026-08-11,Enviado,Respondido,8,2026,0.12
549,148,199,WhatsApp,Cobrança,2025-06-24,2025-06-24,Enviado,Sem Resposta,6,2025,0.25
550,136,184,SMS,Renovação,2026-10-27,,Agendado,,10,2026,0.12
551,136,184,SMS,CNH Pendência,2026-03-17,2026-03-17,Enviado,Respondido,3,2026,0.12
552,136,184,WhatsApp,CNH Pendência,2025-08-26,2025-08-26,Enviado,Respondido,8,2025,0.25
553,110,151,SMS,Cobrança,2025-07-25,2025-07-25,Enviado,Respondido,7,2025,0.12
554,110,151,WhatsApp,Cobrança,2025-08-16,2025-08-16,Enviado,Respondido,8,2025,0.25
555,110,151,Push,Cobrança,2026-09-06,,Agendado,,9,2026,0.01
556,110,151,WhatsApp,Renovação,2025-10-15,2025-10-15,Enviado,Opt-out,10,2025,0.25
557,110,151,WhatsApp,Lembrete Parcela,2026-03-23,,Falhou,,3,2026,0.25
558,110,151,SMS,Renovação,2025-12-29,2025-12-29,Enviado,Sem Resposta,12,2025,0.12
559,110,151,SMS,Cobrança,2025-04-03,2025-04-03,Enviado,Sem Resposta,4,2025,0.12
560,110,151,SMS,Cobrança,2025-07-22,2025-07-22,Enviado,Respondido,7,2025,0.12
561,24,31,WhatsApp,Entrega Veículo,2025-04-06,,Cancelado,,4,2025,0.25
562,24,31,Push,Cobrança,2026-11-08,,Agendado,,11,2026,0.01
563,24,31,Carta,Cobrança,2025-07-21,2025-07-21,Enviado,Sem Resposta,7,2025,4.5
564,24,31,Email,Lembrete Parcela,2026-03-07,,Falhou,,3,2026,0.03
565,24,31,Email,Lembrete Parcela,2026-10-04,,Agendado,,10,2026,0.03
566,24,31,SMS,Oferta Cross-sell,2026-10-11,,Agendado,,10,2026,0.12
567,24,31,WhatsApp,CNH Pendência,2025-12-15,2025-12-15,Enviado,Sem Resposta,12,2025,0.25
568,234,314,WhatsApp,Entrega Veículo,2026-08-02,2026-08-02,Enviado,Sem Resposta,8,2026,0.25
569,234,314,Carta,Cobrança,2025-08-13,2025-08-13,Enviado,Sem Resposta,8,2025,4.5
570,232,312,Email,Cobrança,2025-12-20,2025-12-20,Enviado,Sem Resposta,12,2025,0.03
571,232,312,WhatsApp,Cobrança,2026-04-05,2026-04-05,Enviado,Opt-out,4,2026,0.25
572,232,312,Carta,Cobrança,2026-11-03,,Agendado,,11,2026,4.5
573,232,312,Email,Lembrete Parcela,2026-11-16,,Agendado,,11,2026,0.03
574,73,99,SMS,Oferta Cross-sell,2025-07-22,2025-07-22,Enviado,Pagou,7,2025,0.12
575,73,99,WhatsApp,Cobrança,2026-08-01,,Agendado,,8,2026,0.25
576,73,99,SMS,Oferta Cross-sell,2027-01-08,,Agendado,,1,2027,0.12
577,73,99,Email,CNH Pendência,2026-09-14,,Agendado,,9,2026,0.03
578,73,99,WhatsApp,Cobrança,2025-01-17,2025-01-17,Enviado,Respondido,1,2025,0.25
579,73,99,Email,Lembrete Parcela,2026-03-14,2026-03-14,Enviado,Sem Resposta,3,2026,0.03
580,25,32,WhatsApp,Lembrete Parcela,2026-04-12,2026-04-12,Enviado,Pagou,4,2026,0.25
581,25,32,SMS,Cobrança,2026-01-20,2026-01-20,Enviado,Pagou,1,2026,0.12
